"","Observation Number","Cluster_Membership"
"1485",1485,1
"1486",1486,1
"1487",1487,3
"1488",1488,1
"1489",1489,3
"1490",1490,3
"1491",1491,1
"1492",1492,5
"1493",1493,5
"1494",1494,5
"1495",1495,5
"1496",1496,1
"1497",1497,5
"1498",1498,5
"1499",1499,5
"1500",1500,5
"1501",1501,5
"1502",1502,5
"1503",1503,5
"1504",1504,5
"1505",1505,1
"1506",1506,5
"1507",1507,5
"1508",1508,5
"1509",1509,3
"1510",1510,5
"1511",1511,5
"1512",1512,5
"1513",1513,5
"1514",1514,5
"1515",1515,5
"1516",1516,5
"1517",1517,5
"1518",1518,5
"1519",1519,1
"1520",1520,3
"1521",1521,1
"1522",1522,5
"1523",1523,1
"1524",1524,5
"1525",1525,5
"1526",1526,5
"1527",1527,1
"1528",1528,5
"1529",1529,1
"1530",1530,5
"1531",1531,5
"1532",1532,5
"1533",1533,5
"1534",1534,3
"1535",1535,3
"1536",1536,3
"1537",1537,3
"1538",1538,5
"1539",1539,3
"1540",1540,3
"1541",1541,3
"1542",1542,5
"1543",1543,1
"1544",1544,1
"1545",1545,5
"1546",1546,1
"1547",1547,5
"1548",1548,3
"1549",1549,2
"1550",1550,3
"1551",1551,3
"1552",1552,5
"1553",1553,1
"1554",1554,3
"1555",1555,3
"1556",1556,1
"1557",1557,1
"1558",1558,5
"1559",1559,3
"1560",1560,3
"1561",1561,2
"1562",1562,3
"1563",1563,2
"1564",1564,3
"1565",1565,2
"1566",1566,2
"1567",1567,2
"1568",1568,2
"1569",1569,3
"1570",1570,1
"1571",1571,1
"1572",1572,1
"1573",1573,2
"1574",1574,1
"1575",1575,2
"1576",1576,3
"1577",1577,3
"1578",1578,2
"1579",1579,2
"1580",1580,3
"1581",1581,4
"1582",1582,1
"1583",1583,1
"1584",1584,3
"1585",1585,1
"1586",1586,3
"1587",1587,3
"1588",1588,3
"1589",1589,2
"1590",1590,3
"1591",1591,2
"1592",1592,2
"1593",1593,2
"1594",1594,1
"1595",1595,1
"1596",1596,1
"1597",1597,1
"1598",1598,1
"1599",1599,2
"1600",1600,3
"1601",1601,1
"1602",1602,2
"1603",1603,3
"1604",1604,1
"1605",1605,3
"1606",1606,1
"1607",1607,3
"1608",1608,2
"1609",1609,3
"1610",1610,2
"1611",1611,3
"1612",1612,4
"1613",1613,3
"1614",1614,3
"1615",1615,1
"1616",1616,3
"1617",1617,3
"1618",1618,2
"1619",1619,2
"1620",1620,1
"1621",1621,2
"1622",1622,2
"1623",1623,3
"1624",1624,3
"1625",1625,2
"1626",1626,2
"1627",1627,3
"1628",1628,3
"1629",1629,2
"1630",1630,3
"1631",1631,3
"1632",1632,3
"1633",1633,1
"1634",1634,2
"1635",1635,1
"1636",1636,2
"1637",1637,2
"1638",1638,2
"1639",1639,3
"1640",1640,2
"1641",1641,1
"1642",1642,3
"1643",1643,2
"1644",1644,5
"1645",1645,2
"1646",1646,2
"1647",1647,2
"1648",1648,3
"1649",1649,2
"1650",1650,2
"1651",1651,1
"1652",1652,2
"1653",1653,2
"1654",1654,1
"1655",1655,5
"1656",1656,4
"1657",1657,2
"1658",1658,2
"1659",1659,2
"1660",1660,2
"1661",1661,2
"1662",1662,2
"1663",1663,4
"1664",1664,1
"1665",1665,5
"1666",1666,3
"1667",1667,3
"1668",1668,2
"1669",1669,3
"1670",1670,3
"1671",1671,2
"1672",1672,2
"1673",1673,2
"1674",1674,1
"1675",1675,3
"1676",1676,3
"1677",1677,1
"1678",1678,3
"1679",1679,3
"1680",1680,2
"1681",1681,3
"1682",1682,1
"1683",1683,2
"1684",1684,1
"1685",1685,2
"1686",1686,3
"1687",1687,2
"1688",1688,3
"1689",1689,2
"1690",1690,1
"1691",1691,5
"1692",1692,3
"1693",1693,1
"1694",1694,2
"1695",1695,2
"1696",1696,2
"1697",1697,2
"1698",1698,2
"1699",1699,1
"1700",1700,2
"1701",1701,2
"1702",1702,1
"1703",1703,1
"1704",1704,3
"1705",1705,3
"1706",1706,3
"1707",1707,1
"1708",1708,1
"1709",1709,3
"1710",1710,4
"1711",1711,5
"1712",1712,3
"1713",1713,4
"1714",1714,4
"1715",1715,3
"1716",1716,3
"1717",1717,1
"1718",1718,1
"1719",1719,1
"1720",1720,3
"1721",1721,3
"1722",1722,4
"1723",1723,5
"1724",1724,5
"1725",1725,3
"1726",1726,3
"1727",1727,3
"1728",1728,1
"1729",1729,1
"1730",1730,3
"1731",1731,1
"1732",1732,3
"1733",1733,1
"1734",1734,4
"1735",1735,3
"1736",1736,4
"1737",1737,5
"1738",1738,1
"1739",1739,1
"1740",1740,4
"1741",1741,4
"1742",1742,1
"1743",1743,4
"1744",1744,3
"1745",1745,3
"1746",1746,1
"1747",1747,3
"1748",1748,3
"1749",1749,4
"1750",1750,3
"1751",1751,3
"1752",1752,5
"1753",1753,3
"1754",1754,4
"1755",1755,4
"1756",1756,4
"1757",1757,1
"1758",1758,3
"1759",1759,5
"1760",1760,4
"1761",1761,4
"1762",1762,3
"1763",1763,3
"1764",1764,1
"1765",1765,4
"1766",1766,1
"1767",1767,3
"1768",1768,3
"1769",1769,4
"1770",1770,3
"1771",1771,3
"1772",1772,4
"1773",1773,3
"1774",1774,1
"1775",1775,5
"1776",1776,4
"1777",1777,1
"1778",1778,3
"1779",1779,1
"1780",1780,3
"1781",1781,3
"1782",1782,3
"1783",1783,3
"1784",1784,4
"1785",1785,3
"1786",1786,1
"1787",1787,4
"1788",1788,3
"1789",1789,1
"1790",1790,4
"1791",1791,3
"1792",1792,4
"1793",1793,3
"1794",1794,4
"1795",1795,3
"1796",1796,4
"1797",1797,3
"1798",1798,3
"1799",1799,3
"1800",1800,1
"1801",1801,3
"1802",1802,1
"1803",1803,1
"1804",1804,4
"1805",1805,1
"1806",1806,3
"1807",1807,5
"1808",1808,1
"1809",1809,4
"1810",1810,4
"1811",1811,1
"1812",1812,4
"1813",1813,1
"1814",1814,3
"1815",1815,3
"1816",1816,3
"1817",1817,2
"1818",1818,3
"1819",1819,4
"1820",1820,3
"1821",1821,5
"1822",1822,1
"1823",1823,4
"1824",1824,4
"1825",1825,4
"1826",1826,3
"1827",1827,4
"1828",1828,4
"1829",1829,4
"1830",1830,4
"1831",1831,4
"1832",1832,3
"1833",1833,3
"1834",1834,1
"1835",1835,4
"1836",1836,1
"1837",1837,3
"1838",1838,4
"1839",1839,4
"1840",1840,3
"1841",1841,3
"1842",1842,3
"1843",1843,3
"1844",1844,4
"1845",1845,4
"1846",1846,4
"1847",1847,5
"1848",1848,4
"1849",1849,3
"1850",1850,3
"1851",1851,4
"1852",1852,4
"1853",1853,5
"1854",1854,3
"1855",1855,1
"1856",1856,3
"1857",1857,3
"1858",1858,5
"1859",1859,4
"1860",1860,4
"1861",1861,3
"1862",1862,3
"1863",1863,2
"1864",1864,4
"1865",1865,3
"1866",1866,2
"1867",1867,3
"1868",1868,1
"1869",1869,5
"1870",1870,1
"1871",1871,3
"1872",1872,5
"1873",1873,3
"1874",1874,3
"1875",1875,3
"1876",1876,3
"1877",1877,3
"1878",1878,3
"1879",1879,2
"1880",1880,5
"1881",1881,3
"1882",1882,3
"1883",1883,3
"1884",1884,5
"1885",1885,3
"1886",1886,3
"1887",1887,3
"1888",1888,4
"1889",1889,4
"1890",1890,1
"1891",1891,3
"1892",1892,1
"1893",1893,4
"1894",1894,4
"1895",1895,4
"1896",1896,1
"1897",1897,1
"1898",1898,3
"1899",1899,4
"1900",1900,3
"1901",1901,3
"1902",1902,1
"1903",1903,1
"1904",1904,4
"1905",1905,3
"1906",1906,3
"1907",1907,3
"1908",1908,1
"1909",1909,3
"1910",1910,3
"1911",1911,3
"1912",1912,3
"1913",1913,4
"1914",1914,3
"1915",1915,3
"1916",1916,1
"1917",1917,1
"1918",1918,3
"1919",1919,4
"1920",1920,4
"1921",1921,3
"1922",1922,4
"1923",1923,3
"1924",1924,3
"1925",1925,3
"1926",1926,3
"1927",1927,3
"1928",1928,3
"1929",1929,4
"1930",1930,3
"1931",1931,4
"1932",1932,1
"1933",1933,4
"1934",1934,2
"1935",1935,4
"1936",1936,3
"1937",1937,3
"1938",1938,3
"1939",1939,4
"1940",1940,1
"1941",1941,3
"1942",1942,4
"1943",1943,4
"1944",1944,3
"1945",1945,4
"1946",1946,4
"1947",1947,1
"1948",1948,3
"1949",1949,3
"1950",1950,4
"1951",1951,3
"1952",1952,4
"1953",1953,4
"1954",1954,4
"1955",1955,4
"1956",1956,4
"1957",1957,3
"1958",1958,1
"1959",1959,3
"1960",1960,1
"1961",1961,1
"1962",1962,2
"1963",1963,3
"1964",1964,3
"1965",1965,3
"1966",1966,5
"1967",1967,3
"1968",1968,1
"1969",1969,1
"1970",1970,1
"1971",1971,1
"1972",1972,1
"1973",1973,3
"1974",1974,1
"1975",1975,1
"1976",1976,4
"1977",1977,1
"1978",1978,4
"1979",1979,3
"1980",1980,4
"1981",1981,4
"1982",1982,1
"1983",1983,1
"1984",1984,4
"1985",1985,4
"1986",1986,3
"1987",1987,3
"1988",1988,1
"1989",1989,3
"1990",1990,1
"1991",1991,3
"1992",1992,3
"1993",1993,3
"1994",1994,1
"1995",1995,1
"1996",1996,2
"1997",1997,2
"1998",1998,3
"1999",1999,1
"2000",2000,1
"2001",2001,2
"2002",2002,1
"2003",2003,1
"2004",2004,3
"2005",2005,1
"2006",2006,3
"2007",2007,4
"2008",2008,4
"2009",2009,1
"2010",2010,1
"2011",2011,1
"2012",2012,3
"2013",2013,3
"2014",2014,1
"2015",2015,1
"2016",2016,4
"2017",2017,4
"2018",2018,3
"2019",2019,4
"2020",2020,4
"2021",2021,3
"2022",2022,1
"2023",2023,5
"2024",2024,2
"2025",2025,2
"2026",2026,5
"2027",2027,2
"2028",2028,2
"2029",2029,3
"2030",2030,1
"2031",2031,3
"2032",2032,1
"2033",2033,5
"2034",2034,2
"2035",2035,4
"2036",2036,4
"2037",2037,3
"2038",2038,1
"2039",2039,4
"2040",2040,3
"2041",2041,4
"2042",2042,1
"2043",2043,1
"2044",2044,1
"2045",2045,2
"2046",2046,2
"2047",2047,1
"2048",2048,4
"2049",2049,4
"2050",2050,3
"2051",2051,3
"2052",2052,1
"2053",2053,3
"2054",2054,3
"2055",2055,3
"2056",2056,3
"2057",2057,3
"2058",2058,1
"2059",2059,1
"2060",2060,3
"2061",2061,4
"2062",2062,4
"2063",2063,1
"2064",2064,1
"2065",2065,4
"2066",2066,1
"2067",2067,1
"2068",2068,1
"2069",2069,1
"2070",2070,1
"2071",2071,1
"2072",2072,4
"2073",2073,1
"2074",2074,3
"2075",2075,3
"2076",2076,1
"2077",2077,5
"2078",2078,4
"2079",2079,1
"2080",2080,3
"2081",2081,4
"2082",2082,1
"2083",2083,1
"2084",2084,1
"2085",2085,1
"2086",2086,4
"2087",2087,1
"2088",2088,5
"2089",2089,1
"2090",2090,1
"2091",2091,1
"2092",2092,1
"2093",2093,1
"2094",2094,4
"2095",2095,4
"2096",2096,1
"2097",2097,1
"2098",2098,4
"2099",2099,1
"2100",2100,4
"2101",2101,1
"2102",2102,4
"2103",2103,1
"2104",2104,4
"2105",2105,1
"2106",2106,1
"2107",2107,1
"2108",2108,1
"2109",2109,4
"2110",2110,1
"2111",2111,4
"2112",2112,1
"2113",2113,3
"2114",2114,1
"2115",2115,1
"2116",2116,1
"2117",2117,1
"2118",2118,5
"2119",2119,4
"2120",2120,1
"2121",2121,1
"2122",2122,4
"2123",2123,1
"2124",2124,4
"2125",2125,1
"2126",2126,1
"2127",2127,1
"2128",2128,1
"2129",2129,4
"2130",2130,4
"2131",2131,4
"2132",2132,1
"2133",2133,1
"2134",2134,4
"2135",2135,1
"2136",2136,1
"2137",2137,1
"2138",2138,1
"2139",2139,1
"2140",2140,5
"2141",2141,4
"2142",2142,3
"2143",2143,1
"2144",2144,4
"2145",2145,1
"2146",2146,1
"2147",2147,4
"2148",2148,4
"2149",2149,1
"2150",2150,4
"2151",2151,1
"2152",2152,1
"2153",2153,2
"2154",2154,4
"2155",2155,5
"2156",2156,4
"2157",2157,4
"2158",2158,1
"2159",2159,3
"2160",2160,1
"2161",2161,1
"2162",2162,1
"2163",2163,1
"2164",2164,3
"2165",2165,1
"2166",2166,4
"2167",2167,4
"2168",2168,1
"2169",2169,1
"2170",2170,4
"2171",2171,4
"2172",2172,1
"2173",2173,1
"2174",2174,4
"2175",2175,1
"2176",2176,4
"2177",2177,4
"2178",2178,4
"2179",2179,1
"2180",2180,1
"2181",2181,1
"2182",2182,3
"2183",2183,1
"2184",2184,1
"2185",2185,1
"2186",2186,3
"2187",2187,1
"2188",2188,1
"2189",2189,3
"2190",2190,1
"2191",2191,4
"2192",2192,4
"2193",2193,1
"2194",2194,1
"2195",2195,1
"2196",2196,1
"2197",2197,1
"2198",2198,3
"2199",2199,1
"2200",2200,4
"2201",2201,4
"2202",2202,1
"2203",2203,4
"2204",2204,1
"2205",2205,1
"2206",2206,4
"2207",2207,1
"2208",2208,1
"2209",2209,3
"2210",2210,4
"2211",2211,4
"2212",2212,4
"2213",2213,1
"2214",2214,4
"2215",2215,4
"2216",2216,4
"2217",2217,4
"2218",2218,4
"2219",2219,4
"2220",2220,3
"2221",2221,4
"2222",2222,4
"2223",2223,4
"2224",2224,4
"2225",2225,4
"2226",2226,1
"2227",2227,1
"2228",2228,1
"2229",2229,2
"2230",2230,4
"2231",2231,1
"2232",2232,4
"2233",2233,1
"2234",2234,1
"2235",2235,4
"2236",2236,3
"2237",2237,1
"2238",2238,4
"2239",2239,3
"2240",2240,4
"2241",2241,1
"2242",2242,4
"2243",2243,1
"2244",2244,4
"2245",2245,1
"2246",2246,4
"2247",2247,4
"2248",2248,4
"2249",2249,3
"2250",2250,5
"2251",2251,1
"2252",2252,4
"2253",2253,4
"2254",2254,4
"2255",2255,1
"2256",2256,4
"2257",2257,1
"2258",2258,4
"2259",2259,1
"2260",2260,1
"2261",2261,4
"2262",2262,4
"2263",2263,4
"2264",2264,1
"2265",2265,4
"2266",2266,4
"2267",2267,4
"2268",2268,1
"2269",2269,1
"2270",2270,4
"2271",2271,4
"2272",2272,3
"2273",2273,1
"2274",2274,1
"2275",2275,1
"2276",2276,2
"2277",2277,4
"2278",2278,1
"2279",2279,4
"2280",2280,4
"2281",2281,1
"2282",2282,4
"2283",2283,4
"2284",2284,1
"2285",2285,1
"2286",2286,1
"2287",2287,4
"2288",2288,4
"2289",2289,1
"2290",2290,4
"2291",2291,4
"2292",2292,4
"2293",2293,4
"2294",2294,1
"2295",2295,4
"2296",2296,4
"2297",2297,4
"2298",2298,4
"2299",2299,4
"2300",2300,4
"2301",2301,4
"2302",2302,4
"2303",2303,4
"2304",2304,4
"2305",2305,1
"2306",2306,1
"2307",2307,4
"2308",2308,2
"2309",2309,4
"2310",2310,4
"2311",2311,1
"2312",2312,4
"2313",2313,4
"2314",2314,4
"2315",2315,1
"2316",2316,4
"2317",2317,4
"2318",2318,4
"2319",2319,4
"2320",2320,4
"2321",2321,4
"2322",2322,1
"2323",2323,1
"2324",2324,1
"2325",2325,4
"2326",2326,4
"2327",2327,4
"2328",2328,4
"2329",2329,1
"2330",2330,1
"2331",2331,1
"2332",2332,1
"2333",2333,4
"2334",2334,4
"2335",2335,1
"2336",2336,4
"2337",2337,4
"2338",2338,4
"2339",2339,4
"2340",2340,3
"2341",2341,1
"2342",2342,4
"2343",2343,4
"2344",2344,4
"2345",2345,4
"2346",2346,1
"2347",2347,4
"2348",2348,4
"2349",2349,4
"2350",2350,4
"2351",2351,1
"2352",2352,1
"2353",2353,1
"2354",2354,1
"2355",2355,1
"2356",2356,1
"2357",2357,4
"2358",2358,1
"2359",2359,1
"2360",2360,4
"2361",2361,4
"2362",2362,1
"2363",2363,1
"2364",2364,2
"2365",2365,3
"2366",2366,1
"2367",2367,1
"2368",2368,1
"2369",2369,1
"2370",2370,1
"2371",2371,1
"2372",2372,1
"2373",2373,1
"2374",2374,2
"2375",2375,1
"2376",2376,4
"2377",2377,1
"2378",2378,1
"2379",2379,4
"2380",2380,4
"2381",2381,4
"2382",2382,1
"2383",2383,1
"2384",2384,1
"2385",2385,1
"2386",2386,4
"2387",2387,1
"2388",2388,4
"2389",2389,1
"2390",2390,1
"2391",2391,1
"2392",2392,4
"2393",2393,1
"2394",2394,1
"2395",2395,1
"2396",2396,1
"2397",2397,1
"2398",2398,4
"2399",2399,1
"2400",2400,4
"2401",2401,1
"2402",2402,1
"2403",2403,1
"2404",2404,1
"2405",2405,1
"2406",2406,1
"2407",2407,1
"2408",2408,4
"2409",2409,2
"2410",2410,4
"2411",2411,3
"2412",2412,4
"2413",2413,1
"2414",2414,2
"2415",2415,5
"2416",2416,4
"2417",2417,1
"2418",2418,4
"2419",2419,1
"2420",2420,1
"2421",2421,1
"2422",2422,4
"2423",2423,1
"2424",2424,1
"2425",2425,1
"2426",2426,4
"2427",2427,1
"2428",2428,4
"2429",2429,1
"2430",2430,1
"2431",2431,1
"2432",2432,1
"2433",2433,5
"2434",2434,1
"2435",2435,3
"2436",2436,1
"2437",2437,4
"2438",2438,1
"2439",2439,1
"2440",2440,1
"2441",2441,4
"2442",2442,4
"2443",2443,4
"2444",2444,1
"2445",2445,4
"2446",2446,1
"2447",2447,4
"2448",2448,1
"2449",2449,3
"2450",2450,4
"2451",2451,4
"2452",2452,4
"2453",2453,1
"2454",2454,1
"2455",2455,1
"2456",2456,1
"2457",2457,4
"2458",2458,1
"2459",2459,1
"2460",2460,1
"2461",2461,4
"2462",2462,1
"2463",2463,1
"2464",2464,3
"2465",2465,1
"2466",2466,1
"2467",2467,1
"2468",2468,1
"2469",2469,4
"2470",2470,1
"2471",2471,4
"2472",2472,4
"2473",2473,4
"2474",2474,1
"2475",2475,4
"2476",2476,1
"2477",2477,1
"2478",2478,4
"2479",2479,4
"2480",2480,4
"2481",2481,4
"2482",2482,4
"2483",2483,4
"2484",2484,1
"2485",2485,4
"2486",2486,4
"2487",2487,1
"2488",2488,4
"2489",2489,4
"2490",2490,4
"2491",2491,5
"2492",2492,1
"2493",2493,1
"2494",2494,4
"2495",2495,4
"2496",2496,4
"2497",2497,4
"2498",2498,1
"2499",2499,4
"2500",2500,4
"2501",2501,1
"2502",2502,1
"2503",2503,4
"2504",2504,1
"2505",2505,1
"2506",2506,1
"2507",2507,4
"2508",2508,1
"2509",2509,4
"2510",2510,4
"2511",2511,4
"2512",2512,1
"2513",2513,4
"2514",2514,4
"2515",2515,4
"2516",2516,1
"2517",2517,4
"2518",2518,4
"2519",2519,4
"2520",2520,4
"2521",2521,4
"2522",2522,1
"2523",2523,3
"2524",2524,4
"2525",2525,1
"2526",2526,5
"2527",2527,4
"2528",2528,1
"2529",2529,4
"2530",2530,4
"2531",2531,4
"2532",2532,1
"2533",2533,1
"2534",2534,4
"2535",2535,4
"2536",2536,1
"2537",2537,1
"2538",2538,1
"2539",2539,1
"2540",2540,1
"2541",2541,1
"2542",2542,1
"2543",2543,1
"2544",2544,3
"2545",2545,4
"2546",2546,4
"2547",2547,4
"2548",2548,3
"2549",2549,5
"2550",2550,5
"2551",2551,1
"2552",2552,1
"2553",2553,5
"2554",2554,1
"2555",2555,1
"2556",2556,5
"2557",2557,3
"2558",2558,5
"2559",2559,5
"2560",2560,1
"2561",2561,5
"2562",2562,1
"2563",2563,4
"2564",2564,1
"2565",2565,1
"2566",2566,4
"2567",2567,4
"2568",2568,1
"2569",2569,1
"2570",2570,4
"2571",2571,3
"2572",2572,5
"2573",2573,1
"2574",2574,1
"2575",2575,5
"2576",2576,1
"2577",2577,1
"2578",2578,3
"2579",2579,4
"2580",2580,1
"2581",2581,3
"2582",2582,3
"2583",2583,1
"2584",2584,4
"2585",2585,1
"2586",2586,3
"2587",2587,4
"2588",2588,5
"2589",2589,1
"2590",2590,1
"2591",2591,4
"2592",2592,3
"2593",2593,3
"2594",2594,1
"2595",2595,3
"2596",2596,2
"2597",2597,4
"2598",2598,3
"2599",2599,4
"2600",2600,4
"2601",2601,4
"2602",2602,3
"2603",2603,4
"2604",2604,4
"2605",2605,4
"2606",2606,4
"2607",2607,5
"2608",2608,4
"2609",2609,3
"2610",2610,5
"2611",2611,2
"2612",2612,1
"2613",2613,4
"2614",2614,5
"2615",2615,4
"2616",2616,5
"2617",2617,3
"2618",2618,1
"2619",2619,1
"2620",2620,1
"2621",2621,5
"2622",2622,3
"2623",2623,1
"2624",2624,5
"2625",2625,5
"2626",2626,1
"2627",2627,1
"2628",2628,5
"2629",2629,5
"2630",2630,3
"2631",2631,3
"2632",2632,3
"2633",2633,5
"2634",2634,3
"2635",2635,3
"2636",2636,1
"2637",2637,3
"2638",2638,3
"2639",2639,1
"2640",2640,4
"2641",2641,5
"2642",2642,3
"2643",2643,5
"2644",2644,5
"2645",2645,3
"2646",2646,4
"2647",2647,1
"2648",2648,3
"2649",2649,5
"2650",2650,3
"2651",2651,3
"2652",2652,5
"2653",2653,3
"2654",2654,1
"2655",2655,4
"2656",2656,3
"2657",2657,3
"2658",2658,3
"2659",2659,1
"2660",2660,1
"2661",2661,5
"2662",2662,4
"2663",2663,5
"2664",2664,3
"2665",2665,1
"2666",2666,5
"2667",2667,4
"2668",2668,1
"2669",2669,1
"2670",2670,4
"2671",2671,5
"2672",2672,1
"2673",2673,3
"2674",2674,1
"2675",2675,1
"2676",2676,3
"2677",2677,5
"2678",2678,4
"2679",2679,3
"2680",2680,3
"2681",2681,1
"2682",2682,3
"2683",2683,4
"2684",2684,4
"2685",2685,1
"2686",2686,5
"2687",2687,4
"2688",2688,3
"2689",2689,4
"2690",2690,1
"2691",2691,1
"2692",2692,3
"2693",2693,1
"2694",2694,3
"2695",2695,1
"2696",2696,3
"2697",2697,2
"2698",2698,1
"2699",2699,1
"2700",2700,3
"2701",2701,4
"2702",2702,1
"2703",2703,3
"2704",2704,3
"2705",2705,4
"2706",2706,4
"2707",2707,3
"2708",2708,4
"2709",2709,3
"2710",2710,4
"2711",2711,3
"2712",2712,4
"2713",2713,4
"2714",2714,4
"2715",2715,3
"2716",2716,3
"2717",2717,4
"2718",2718,3
"2719",2719,3
"2720",2720,3
"2721",2721,3
"2722",2722,2
"2723",2723,4
"2724",2724,2
"2725",2725,1
"2726",2726,1
"2727",2727,4
"2728",2728,1
"2729",2729,3
"2730",2730,4
"2731",2731,3
"2732",2732,4
"2733",2733,3
"2734",2734,4
"2735",2735,4
"2736",2736,3
"2737",2737,3
"2738",2738,4
"2739",2739,5
"2740",2740,4
"2741",2741,3
"2742",2742,1
"2743",2743,1
"2744",2744,1
"2745",2745,2
"2746",2746,3
"2747",2747,2
"2748",2748,1
"2749",2749,1
"2750",2750,1
"2751",2751,1
"2752",2752,1
"2753",2753,1
"2754",2754,1
"2755",2755,4
"2756",2756,1
"2757",2757,1
"2758",2758,3
"2759",2759,4
"2760",2760,3
"2761",2761,3
"2762",2762,1
"2763",2763,4
"2764",2764,1
"2765",2765,1
"2766",2766,3
"2767",2767,1
"2768",2768,4
"2769",2769,1
"2770",2770,4
"2771",2771,4
"2772",2772,4
"2773",2773,4
"2774",2774,4
"2775",2775,4
"2776",2776,3
"2777",2777,4
"2778",2778,4
"2779",2779,1
"2780",2780,4
"2781",2781,1
"2782",2782,1
"2783",2783,5
"2784",2784,1
"2785",2785,1
"2786",2786,1
"2787",2787,1
"2788",2788,1
"2789",2789,4
"2790",2790,1
"2791",2791,4
"2792",2792,4
"2793",2793,1
"2794",2794,1
"2795",2795,4
"2796",2796,4
"2797",2797,1
"2798",2798,1
"2799",2799,1
"2800",2800,1
"2801",2801,4
"2802",2802,1
"2803",2803,4
"2804",2804,1
"2805",2805,3
"2806",2806,4
"2807",2807,2
"2808",2808,5
"2809",2809,2
"2810",2810,4
"2811",2811,1
"2812",2812,1
"2813",2813,4
